date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2025-02-18,292279,84717,207562,377819602,143844416,521664018,115827,7892,123719
2025-02-19,291743,84292,207451,385151438,136496744,521648182,117270,7920,125190
2025-02-20,272641,79896,192745,361388713,131214752,492603465,106467,7197,113664
2025-02-21,282769,83941,198828,374365414,137973964,512339378,113207,7780,120987
2025-02-22,281965,84607,197358,361787301,122915052,484702353,96906,7952,104858
2025-02-23,254167,73538,180629,296628552,95721763,392350315,101402,7035,108437
2025-02-24,283910,78384,205526,392091734,117790803,509882537,117093,8141,125234
2025-02-25,278490,77617,200873,399528156,125690284,525218440,118733,8019,126752
2025-02-26,240411,64078,176333,322910687,89238122,412148809,102154,6940,109094
2025-02-27,258139,70089,188050,368155254,177050512,545205766,111514,7086,118600
2025-02-28,267561,75223,192338,361606046,122300346,483906392,111076,7162,118238
2025-03-01,265329,83107,182222,340503355,154805290,495308645,101380,7046,108426
2025-03-02,232304,75116,157188,264332284,128046450,392378734,84801,5416,90217
2025-03-03,263029,81318,181711,346340916,159768740,506109656,102988,6393,109381
2025-03-04,254787,76614,178173,348553401,172179541,520732942,103923,6623,110546
2025-03-05,254294,75871,178423,348310763,172349247,520660010,101057,6718,107775
2025-03-06,257225,75319,181906,357600110,234988953,592589063,104251,7044,111295
2025-03-07,268433,77900,190533,373468889,228697193,602166082,108607,7340,115947
2025-03-08,258626,77089,181537,345622566,147974092,493596658,103401,7050,110451
2025-03-09,246168,67608,178560,316989750,118889147,435878897,101055,6379,107434
2025-03-10,268407,74663,193744,379506395,156559343,536065738,115123,7011,122134
2025-03-11,269497,75187,194310,391868712,159406034,551274746,112445,7353,119798
2025-03-12,271222,76082,195140,376362478,148067095,524429573,111552,7228,118780
2025-03-13,246391,67626,178765,347294134,107857437,455151571,103280,6274,109554
2025-03-14,198622,50860,147762,250216363,127309425,377525788,79954,5291,85245
2025-03-15,217328,62532,154796,291072698,88329628,379402326,80813,5352,86165
2025-03-16,248770,66980,181790,318062307,96052190,414114497,101043,6333,107376
2025-03-17,290607,78133,212474,425288669,141191773,566480442,124992,7520,132512
2025-03-18,286433,79475,206958,421674744,166017736,587692480,115316,7289,122605
2025-03-19,275274,76334,198940,411635238,160381401,572016639,110644,7175,117819
2025-03-20,286014,79528,206486,430738562,158587158,589325720,119441,7628,127069
2025-03-21,288955,80390,208565,423280780,165432974,588713754,119088,7106,126194
2025-03-22,288305,80882,207423,429348548,153716120,583064668,119049,7396,126445
2025-03-23,267856,72593,195263,371202953,117850733,489053686,104361,6489,110850
2025-03-24,287265,79506,207759,441949820,143316867,585266687,116783,7584,124367
2025-03-25,285401,79266,206135,426586623,147182153,573768776,117662,7268,124930
2025-03-26,298447,83526,214921,430696306,151388493,582084799,118597,7459,126056
2025-03-27,290466,80961,209505,433474704,143786805,577261509,115562,7335,122897
2025-03-28,282746,79165,203581,411439342,136793537,548232879,112955,6729,119684
2025-03-29,278230,78176,200054,391346484,128889233,520235717,113638,7424,121062
2025-03-30,250806,68247,182559,330496460,159974801,490471261,99803,6142,105945
2025-03-31,246623,64841,181782,340014084,88966583,428980667,97552,5451,103003
2025-04-01,274857,77908,196949,378797275,127530824,506328099,114113,6984,121097
2025-04-02,290393,83064,207329,400263756,206092960,606356716,115185,7574,122759
2025-04-03,284058,79929,204129,416846939,140438871,557285810,120708,7126,127834
2025-04-04,279424,78102,201322,407814106,140002183,547816289,122201,7206,129407
2025-04-05,270364,74353,196011,408919339,119661536,528580875,115508,6512,122020
2025-04-06,230920,60294,170626,325438887,85203687,410642574,104679,6174,110853
2025-04-07,276137,73067,203070,432809248,120872472,553681720,125091,7388,132479
2025-04-08,297635,76878,220757,464550958,143406606,607957564,134290,7495,141785
2025-04-09,286673,73544,213129,441385280,130776540,572161820,134290,7388,141678
2025-04-10,245288,62192,183096,357301634,102651621,459953255,111893,6172,118065
2025-04-11,254175,65006,189169,371493475,100259809,471753284,114851,6372,121223
2025-04-12,265284,69608,195676,392126933,98542718,490669651,113533,6615,120148
2025-04-13,264323,71254,193069,333986209,84532943,418519152,112655,6519,119174
2025-04-14,247786,62597,185189,328985601,74251820,403237421,112234,6212,118446
2025-04-15,284714,75573,209141,431612400,111448540,543060940,129312,7301,136613
2025-04-16,281386,71629,209757,413252443,126430216,539682659,124157,7025,131182
2025-04-17,285232,73532,211700,423055066,131455931,554510997,120155,6812,126967
2025-04-18,284531,71090,213441,375799280,106763457,482562737,120933,6835,127768
2025-04-19,279791,71813,207978,391032389,104547886,495580275,116914,5993,122907
2025-04-20,255150,63216,191934,320703087,81765870,402468957,107695,6336,114031
2025-04-21,278153,71809,206344,397158065,117531640,514689705,114102,6588,120690
2025-04-22,275828,72192,203636,407245384,122864685,530110069,115254,6437,121691
2025-04-23,265932,71115,194817,405786226,123886754,529672980,111270,6145,117415
2025-04-24,274495,72019,202476,407386496,110993733,518380229,112915,6244,119159
2025-04-25,279286,74081,205205,426374527,115476056,541850583,106954,6386,113340
2025-04-26,282732,75839,206893,399925434,106773580,506699014,94553,6555,101108
2025-04-27,260751,67144,193607,329033574,82079781,411113355,103845,5827,109672
2025-04-28,288313,72086,216227,413693454,98664005,512357459,118485,6559,125044
2025-04-29,266284,67931,198353,379626413,99936596,479563009,97471,5806,103277
2025-04-30,260400,65900,194500,372581738,94345944,466927682,97542,5183,102725
2025-05-01,272221,73064,199157,367108978,114309533,481418511,104014,5470,109484
2025-05-02,277721,76390,201331,366283345,127509243,493792588,100270,5124,105394
2025-05-03,288143,76739,211404,400166885,128613786,528780671,114009,6025,120034
2025-05-04,246852,63538,183314,318312092,87852591,406164683,93050,4807,97857
2025-05-05,277734,71846,205888,398862854,121150639,520013493,109026,5755,114781
2025-05-06,282714,73204,209510,401976994,123966775,525943769,115269,5877,121146
2025-05-07,264252,67008,197244,378561481,120240559,498802040,106524,5469,111993
2025-05-08,279848,72923,206925,402590235,130253902,532844137,114879,5748,120627
2025-05-09,272704,72119,200585,399786466,113081654,512868120,118368,5992,124360
2025-05-10,261056,69771,191285,349862077,96274099,446136176,110281,5592,115873
2025-05-11,252308,65015,187293,329217944,80417092,409635036,103620,5502,109122
2025-05-12,272127,71410,200717,380571758,101018897,481590655,112473,6120,118593
2025-05-13,275150,71537,203613,395637962,118012997,513650959,117390,6070,123460
2025-05-14,270026,69680,200346,402814741,120607163,523421904,112718,5934,118652
2025-05-15,283906,73290,210616,422631164,131081903,553713067,115422,6450,121872
2025-05-16,294383,76809,217574,424937145,130840099,555777244,117508,6515,124023
2025-05-17,295649,77265,218384,440333242,122568553,562901795,118237,6669,124906
2025-05-18,278121,71483,206638,377039909,93033553,470073462,108679,6034,114713
2025-05-19,285184,73171,212013,406488317,111983010,518471327,110181,6401,116582
2025-05-20,282779,72047,210732,414205708,114299755,528505463,119532,6579,126111
2025-05-21,277880,69561,208319,405202875,117790402,522993277,113738,6059,119797
2025-05-22,281628,71600,210028,406828734,113934826,520763560,116999,5261,122260
2025-05-23,254340,68083,186257,334958697,111489479,446448176,106954,5179,112133
2025-05-24,250264,61423,188841,368932736,93836296,462769032,107040,5644,112684
2025-05-25,234774,58393,176381,314093770,73961702,388055472,99527,4902,104429
2025-05-26,264029,62583,201446,390056582,93896175,483952757,117138,5905,123043
2025-05-27,274445,66564,207881,400997454,109718344,510715798,116821,5725,122546
2025-05-28,279714,67887,211827,414667894,109305378,523973272,120276,5909,126185
2025-05-29,254785,62587,192198,388303860,99680566,487984426,105194,5459,110653
2025-05-30,253201,62984,190217,389368912,97589728,486958640,108009,5616,113625
2025-05-31,251815,63535,188280,365892936,87652169,453545105,101986,5324,107310
2025-06-01,246634,66199,180435,308809271,86076917,394886188,104065,4754,108819
2025-06-02,287295,75360,211935,391651688,127060520,518712208,119427,5313,124740
2025-06-03,298421,75720,222701,426178246,134766317,560944563,130598,5704,136302
2025-06-04,294603,74551,220052,428870372,132687468,561557840,121416,5782,127198
2025-06-05,288602,73293,215309,420548848,125091033,545639881,118686,5602,124288
2025-06-06,281893,71699,210194,400261894,124266073,524527967,121486,4772,126258
2025-06-07,258841,63245,195596,337604722,93736992,431341714,102501,5138,107639
2025-06-08,262474,65219,197255,333822055,82081270,415903325,115815,5132,120947
2025-06-09,287888,71286,216602,402240424,116262629,518503053,121945,5297,127242
2025-06-10,281062,71471,209591,395637213,121459906,517097119,116387,5302,121689
2025-06-11,281994,69225,212769,406796870,119350104,526146974,127038,5465,132503
2025-06-12,269440,68389,201051,384100303,118674614,502774917,110500,5327,115827
2025-06-13,266312,67002,199310,392195331,120515069,512710400,103817,5267,109084
2025-06-14,255478,64469,191009,349817794,93409455,443227249,96508,5105,101613
2025-06-15,236576,56917,179659,312666453,78071655,390738108,89018,4557,93575
2025-06-16,269761,63418,206343,391283115,100251198,491534313,111296,5652,116948
2025-06-17,255101,61078,194023,364688242,104165829,468854071,106776,4837,111613
2025-06-18,279275,66569,212706,403156013,109582602,512738615,124539,5849,130388
2025-06-19,271303,64214,207089,402799851,110721150,513521001,120035,5901,125936
2025-06-20,289944,67482,222462,418351877,111512110,529863987,119000,6340,125340
2025-06-21,283856,68071,215785,396839897,99844926,496684823,120436,6027,126463
2025-06-22,254586,58515,196071,338554374,73846657,412401031,110830,5429,116259
2025-06-23,282142,65755,216387,401371319,99976417,501347736,116920,5602,122522
2025-06-24,282233,67758,214475,407540959,112428264,519969223,114356,5319,119675
2025-06-25,261215,62749,198466,387670420,105719852,493390272,110327,5090,115417
2025-06-26,248132,59368,188764,380341318,102847968,483189286,105072,5163,110235
2025-06-27,260258,61566,198692,380226534,100541631,480768165,105178,5333,110511
2025-06-28,266857,66037,200820,370335653,93797147,464132800,105073,5364,110437
2025-06-29,245247,59340,185907,314657065,72379600,387036665,100583,5044,105627
2025-06-30,267053,64302,202751,379475656,86919471,466395127,110449,5448,115897
2025-07-01,276880,66994,209886,377992594,111644067,489636661,126642,4983,131625
2025-07-02,283059,68007,215052,399286144,122005207,521291351,123188,5306,128494
2025-07-03,278685,67126,211559,401729426,124325334,526054760,128239,5358,133597
2025-07-04,273345,65419,207926,402105751,118350999,520456750,123513,5387,128900
2025-07-05,256474,60093,196381,380684891,100326588,481011479,118908,5430,124338
2025-07-06,217945,48880,169065,301069364,68244341,369313705,105333,4605,109938
2025-07-07,264894,60115,204779,380635202,101330914,481966116,126814,5109,131923
2025-07-08,258801,58925,199876,384690810,112221863,496912673,129699,5112,134811
2025-07-09,253088,55491,197597,372781036,99581411,472362447,115030,5262,120292
2025-07-10,260961,61752,199209,386124070,112232616,498356686,121716,5124,126840
2025-07-11,278494,65212,213282,420572374,111821207,532393581,130571,5626,136197
2025-07-12,265995,61941,204054,385694244,87202182,472896426,109703,5367,115070
2025-07-13,247879,58798,189081,337090121,72733835,409823956,103661,4746,108407
2025-07-14,258669,59373,199296,382291068,94228668,476519736,109241,4941,114182
2025-07-15,276598,64360,212238,419064644,110472240,529536884,118294,5498,123792
2025-07-16,270265,61807,208458,408800405,111713118,520513523,116960,5593,122553
2025-07-17,260253,61159,199094,384846312,105035390,489881702,113353,5367,118720
2025-07-18,270249,63196,207053,384168892,102037478,486206370,116960,5053,122013
2025-07-19,261351,62835,198516,371770430,92732925,464503355,103595,5012,108607
2025-07-20,247647,57694,189953,314017229,70221686,384238915,99443,4800,104243
2025-07-21,241334,56586,184748,355321586,87084905,442406491,105804,4172,109976
2025-07-22,244188,57087,187101,346074053,94067571,440141624,104469,4230,108699
2025-07-23,251301,60779,190522,358931868,105068160,464000028,107183,4299,111482
2025-07-24,261893,60661,201232,386424025,99698039,486122064,113324,4959,118283
2025-07-25,250892,60653,190239,372957377,98346390,471303767,104784,4842,109626
2025-07-26,240702,56174,184528,343074059,81865805,424939864,98649,4681,103330
2025-07-27,232453,50741,181712,297768756,65132560,362901316,88460,4571,93031
2025-07-28,256711,56611,200100,386666056,82723780,469389836,108091,4814,112905
2025-07-29,271233,61587,209646,416178886,102862542,519041428,102375,4617,106992
2025-07-30,272423,63189,209234,416370783,101011328,517382111,108074,4808,112882
2025-07-31,254156,58860,195296,387064629,88701059,475765688,96986,4210,101196
2025-08-01,267709,62597,205112,421029382,114510364,535539746,121126,4359,125485
2025-08-02,279402,67916,211486,412182209,111607415,523789624,118473,4785,123258
2025-08-03,241263,58219,183044,333722553,75981769,409704322,99352,4134,103486
2025-08-04,262298,62065,200233,407765289,107475265,515240554,111618,4352,115970
2025-08-05,278037,64421,213616,442520330,116397832,558918162,122414,4521,126935
2025-08-06,292681,66729,225952,470319017,124364385,594683402,119485,4819,124304
2025-08-07,284075,66693,217382,452732144,123998423,576730567,108391,4527,112918
2025-08-08,259681,60832,198849,417335871,103289585,520625456,98923,4473,103396
2025-08-09,190385,46039,144346,246636361,55299633,301935994,62382,2715,65097
2025-08-10,241337,54155,187182,322029931,63261185,385291116,91918,4051,95969
2025-08-11,268633,60141,208492,386981706,98591246,485572952,113982,4046,118028
2025-08-12,278353,62846,215507,429681098,119696573,549377671,115072,4293,119365
2025-08-13,250333,56028,194305,384223978,113765349,497989327,102034,3723,105757
2025-08-14,244744,54983,189761,361226956,102425322,463652278,91502,3430,94932
2025-08-15,175714,37768,137946,252075667,48317146,300392813,60880,2683,63563
2025-08-16,233623,52570,181053,355751786,70784539,426536325,93463,3910,97373
2025-08-17,219945,49695,170250,320139097,66788811,386927908,88264,3617,91881
2025-08-18,236884,51694,185190,388456039,91106877,479562916,95578,3966,99544
2025-08-19,270092,61145,208947,439451963,117016560,556468523,112566,4622,117188
2025-08-20,275790,61261,214529,440370902,114938934,555309836,113765,4755,118520
2025-08-21,268357,60773,207584,434754748,112013319,546768067,110652,4561,115213
2025-08-22,278109,61225,216884,439861697,109608169,549469866,115734,5004,120738
2025-08-23,263401,59489,203912,384045990,95199063,479245053,102376,4597,106973
2025-08-24,231341,51002,180339,310837445,68436142,379273587,89487,3802,93289
2025-08-25,263953,56436,207517,410493864,93477212,503971076,100554,4079,104633
2025-08-26,268059,55537,212522,414772172,99274680,514046852,100865,4027,104892
2025-08-27,247663,49683,197980,388632463,86580528,475212991,72307,3352,75659
2025-08-28,249726,53408,196318,398245152,91042472,489287624,108013,3940,111953
2025-08-29,236852,51728,185124,391020440,87032156,478052596,97455,3731,101186
2025-08-30,253887,54951,198936,409119276,83529551,492648827,103650,4135,107785
2025-08-31,207685,45209,162476,327356041,60736579,388092620,82521,3665,86186
2025-09-01,226713,53129,173584,334075435,90577670,424653105,84400,3413,87813
